,City,Date,Card Type,Exp Type,Gender,Amount,Year,Month
18395,"Khambhat, India",2014-07-16,Platinum,Entertainment,Male,262776,2014,7
18396,"Manmad, India",2015-04-08,Gold,Entertainment,Male,157866,2015,4
18397,"Najibabad, India",2014-01-09,Platinum,Grocery,Male,150811,2014,1
18398,"Naila Janjgir, India",2015-01-08,Platinum,Fuel,Male,113340,2015,1
18399,"Thiruvananthapuram, India",2015-05-18,Gold,Grocery,Female,212271,2015,5
18400,"Periyasemur, India",2014-08-07,Silver,Grocery,Female,173779,2014,8
18401,"Kalyan-Dombivali, India",2014-04-13,Signature,Bills,Female,18242,2014,4
18402,"Sonipat, India",2015-04-19,Gold,Entertainment,Male,292817,2015,4
18403,"Gumia, India",2014-01-09,Gold,Entertainment,Male,202899,2014,1
18404,"Makrana, India",2014-11-19,Signature,Food,Male,210262,2014,11
18405,"Gwalior, India",2014-09-09,Platinum,Bills,Female,163992,2014,9
18406,"Ramanagaram, India",2015-04-02,Silver,Bills,Male,118009,2015,4
18407,"Pandhurna, India",2014-06-17,Platinum,Food,Female,56945,2014,6
18408,"Malpura, India",2014-05-19,Gold,Food,Male,231322,2014,5
18409,"Savner, India",2014-11-03,Signature,Bills,Male,64830,2014,11
18410,"Varkala, India",2014-08-31,Silver,Food,Male,212675,2014,8
18411,"Dumraon, India",2014-03-22,Gold,Fuel,Male,262787,2014,3
18412,"Pilibhit, India",2015-03-04,Gold,Bills,Male,10405,2015,3
18413,"Ganjbasoda, India",2014-08-10,Signature,Entertainment,Male,50390,2014,8
18414,"Bhiwandi, India",2015-03-23,Platinum,Fuel,Male,93714,2015,3
18415,"Simdega, India",2014-10-07,Platinum,Food,Female,278174,2014,10
18416,"Nagapattinam, India",2014-07-04,Signature,Bills,Female,273253,2014,7
18417,"Nokha, India",2014-07-30,Silver,Entertainment,Male,192326,2014,7
18418,"Haldwani-cum-Kathgodam, India",2014-01-11,Gold,Entertainment,Female,37003,2014,1
18419,"Kalyan-Dombivali, India",2015-04-02,Silver,Grocery,Female,54272,2015,4
18420,"Jamshedpur, India",2014-10-16,Platinum,Food,Male,292931,2014,10
18421,"Tekkalakote, India",2015-03-23,Gold,Food,Male,210758,2015,3
18422,"Sherkot, India",2014-01-05,Silver,Food,Female,122655,2014,1
18423,"Madhupur, India",2014-01-08,Signature,Entertainment,Male,252151,2014,1
18424,"Petlad, India",2014-01-28,Silver,Food,Male,118227,2014,1
18425,"Tiruchendur, India",2013-12-05,Gold,Food,Male,40027,2013,12
18426,"Mandapeta, India",2014-04-03,Signature,Bills,Male,290226,2014,4
18427,"Sonipat, India",2013-11-18,Platinum,Food,Male,273809,2013,11
18428,"Pathri, India",2014-02-10,Platinum,Fuel,Female,269695,2014,2
18429,"Asansol, India",2014-06-01,Platinum,Bills,Male,270715,2014,6
18430,"Lal Gopalganj Nindaura, India",2014-02-02,Signature,Bills,Female,163096,2014,2
18431,"Supaul, India",2013-10-11,Signature,Food,Male,272044,2013,10
18432,"Nagaon, India",2014-02-28,Gold,Food,Male,127238,2014,2
18433,"Mihijam, India",2014-04-18,Platinum,Grocery,Male,199457,2014,4
18434,"Vyara, India",2014-03-07,Silver,Grocery,Male,137132,2014,3
18435,"Washim, India",2014-05-13,Signature,Entertainment,Female,228512,2014,5
18436,"Shegaon, India",2014-09-30,Platinum,Bills,Male,247702,2014,9
18437,"Varkala, India",2014-07-22,Platinum,Grocery,Male,59902,2014,7
18438,"Palladam, India",2014-03-03,Signature,Fuel,Male,141896,2014,3
18439,"Suryapet, India",2014-06-26,Silver,Fuel,Female,245453,2014,6
18440,"Pinjore, India",2014-02-27,Signature,Fuel,Male,146715,2014,2
18441,"Naugachhia, India",2014-02-05,Silver,Bills,Female,92144,2014,2
18442,"Seohara, India",2015-02-12,Signature,Entertainment,Female,244219,2015,2
18443,"Ranavav, India",2015-02-12,Signature,Grocery,Male,163118,2015,2
18444,"Ozar, India",2015-05-09,Silver,Bills,Male,58339,2015,5
18445,"Tikamgarh, India",2014-06-09,Signature,Entertainment,Female,271229,2014,6
18446,"Erode, India",2014-06-05,Silver,Bills,Male,1468,2014,6
18447,"Yellandu, India",2014-05-11,Platinum,Bills,Female,243299,2014,5
18448,"Jagtial, India",2015-01-05,Gold,Fuel,Female,207474,2015,1
18449,"Ranchi, India",2015-01-09,Platinum,Fuel,Female,26075,2015,1
18450,"Kyathampalle, India",2014-12-03,Gold,Grocery,Male,133995,2014,12
18451,"Tenali, India",2014-01-31,Platinum,Grocery,Male,60374,2014,1
18452,"Bhadrak, India",2014-03-01,Platinum,Entertainment,Male,273877,2014,3
18453,"Pandua, India",2013-12-03,Signature,Grocery,Male,95168,2013,12
18454,"Seoni-Malwa, India",2014-04-19,Signature,Entertainment,Male,258996,2014,4
18455,"Mandsaur, India",2014-09-30,Platinum,Food,Female,265785,2014,9
18456,"Mahnar Bazar, India",2015-01-26,Signature,Food,Male,201957,2015,1
18457,"Salem, India",2013-11-28,Silver,Bills,Male,293178,2013,11
18458,"Nagari, India",2013-12-18,Signature,Food,Male,278831,2013,12
18459,"Lumding, India",2014-09-11,Signature,Grocery,Female,180282,2014,9
18460,"Siruguppa, India",2014-04-14,Gold,Fuel,Female,56016,2014,4
18461,"Vapi, India",2014-10-20,Gold,Entertainment,Female,100872,2014,10
18462,"Memari, India",2014-03-25,Silver,Fuel,Male,190239,2014,3
18463,"Ranavav, India",2014-02-13,Silver,Food,Female,9454,2014,2
18464,"Mohali, India",2013-10-17,Signature,Food,Male,36680,2013,10
18465,"Shahpura, India",2014-07-15,Signature,Food,Male,17765,2014,7
18466,"Kharar, India",2015-03-18,Signature,Grocery,Male,170770,2015,3
18467,"Neyyattinkara, India",2014-08-30,Gold,Fuel,Female,17942,2014,8
18468,"Panruti, India",2015-01-07,Platinum,Bills,Female,238846,2015,1
18469,"Byasanagar, India",2013-12-01,Gold,Food,Female,94864,2013,12
18470,"Narsipatnam, India",2014-11-20,Signature,Food,Male,172905,2014,11
18471,"Kaithal, India",2013-10-16,Silver,Food,Female,75990,2013,10
18472,"Bankura, India",2014-09-05,Signature,Entertainment,Female,28014,2014,9
18473,"Pathri, India",2014-11-27,Gold,Bills,Female,143025,2014,11
18474,"Sohna, India",2013-12-19,Platinum,Bills,Female,233499,2013,12
18475,"Panvel, India",2014-09-17,Silver,Entertainment,Male,98909,2014,9
18476,"Shahade, India",2015-01-29,Platinum,Fuel,Male,165729,2015,1
18477,"Nokha, India",2014-05-05,Gold,Entertainment,Female,208061,2014,5
18478,"Kunnamkulam, India",2014-06-20,Signature,Entertainment,Male,75526,2014,6
18479,"Sardhana, India",2014-05-05,Platinum,Entertainment,Male,294740,2014,5
18480,"Ottappalam, India",2013-12-11,Gold,Entertainment,Female,169961,2013,12
18481,"Mattannur, India",2015-03-20,Signature,Bills,Male,152513,2015,3
18482,"Masaurhi, India",2014-05-14,Platinum,Bills,Male,68966,2014,5
18483,"Nanjikottai, India",2015-03-22,Silver,Bills,Female,4071,2015,3
18484,"Nagaur, India",2014-01-22,Gold,Entertainment,Female,198367,2014,1
18485,"Mira-Bhayandar, India",2015-05-10,Silver,Bills,Female,289269,2015,5
18486,"Sirsa, India",2015-03-10,Platinum,Food,Male,280655,2015,3
18487,"Proddatur, India",2014-08-06,Silver,Grocery,Male,205091,2014,8
18488,"Mangrol, India",2014-05-04,Gold,Entertainment,Male,88605,2014,5
18489,"Seoni, India",2014-01-08,Signature,Food,Male,275800,2014,1
18490,"Anand, India",2014-09-06,Silver,Grocery,Male,86276,2014,9
18491,"Akot, India",2014-02-02,Gold,Grocery,Female,42271,2014,2
18492,"Makhdumpur, India",2014-06-25,Gold,Entertainment,Male,182619,2014,6
18493,"Nashik, India",2014-04-15,Silver,Food,Male,133637,2014,4
18494,"Maihar, India",2015-01-09,Platinum,Entertainment,Male,232611,2015,1
18495,"Talaja, India",2014-11-21,Signature,Food,Female,190623,2014,11
18496,"Santipur, India",2015-05-03,Gold,Fuel,Male,166527,2015,5
18497,"Mandvi, India",2015-05-19,Silver,Entertainment,Female,265618,2015,5
18498,"Baripada Town, India",2014-05-01,Signature,Food,Male,273226,2014,5
18499,"Rajahmundry, India",2015-04-14,Gold,Bills,Male,242752,2015,4
18500,"Kharar, India",2015-04-28,Silver,Food,Male,277715,2015,4
18501,"Pratapgarh, India",2014-07-02,Silver,Fuel,Male,172612,2014,7
18502,"Pilani, India",2014-10-17,Platinum,Entertainment,Male,180392,2014,10
18503,"Gurgaon, India",2014-11-12,Platinum,Fuel,Female,105380,2014,11
18504,"Sarangpur, India",2014-03-05,Signature,Bills,Male,271522,2014,3
18505,"Maddur, India",2014-10-10,Platinum,Food,Female,76082,2014,10
18506,"Makhdumpur, India",2015-01-16,Silver,Bills,Female,176899,2015,1
18507,"Jhansi, India",2014-01-26,Gold,Entertainment,Female,262261,2014,1
18508,"Zaidpur, India",2013-12-12,Silver,Bills,Female,154299,2013,12
18509,"Tindivanam, India",2015-04-08,Platinum,Grocery,Female,288711,2015,4
18510,"Cuttack, India",2014-10-01,Silver,Food,Male,267403,2014,10
18511,"Fatehpur Sikri, India",2014-03-22,Gold,Fuel,Male,77693,2014,3
18512,"Ramdurg, India",2015-01-12,Signature,Entertainment,Male,199825,2015,1
18513,"Paschim Punropara, India",2013-11-23,Gold,Bills,Male,185074,2013,11
18514,"Allahabad, India",2013-11-16,Silver,Grocery,Female,243550,2013,11
18515,"Pipar City, India",2015-03-16,Platinum,Fuel,Female,169365,2015,3
18516,"Sugauli, India",2014-07-25,Gold,Grocery,Female,20621,2014,7
18517,"Narkatiaganj, India",2014-11-24,Silver,Fuel,Male,288884,2014,11
18518,"Sira, India",2014-10-09,Signature,Bills,Female,170959,2014,10
18519,"Pihani, India",2014-03-08,Silver,Grocery,Female,138905,2014,3
18520,"Pali, India",2015-02-12,Silver,Entertainment,Male,184291,2015,2
18521,"Washim, India",2014-11-23,Signature,Fuel,Female,163658,2014,11
18522,"Nellore, India",2015-04-07,Gold,Bills,Female,187935,2015,4
18523,"Erode, India",2015-04-12,Gold,Food,Male,143163,2015,4
18524,"Baharampur, India",2014-04-17,Silver,Food,Male,128331,2014,4
18525,"Kapurthala, India",2015-04-26,Silver,Food,Female,165061,2015,4
18526,"Karjat, India",2014-10-06,Signature,Entertainment,Female,166644,2014,10
18527,"Shamli, India",2014-01-07,Platinum,Bills,Female,108448,2014,1
18528,"Ramganj Mandi, India",2014-10-29,Gold,Food,Male,210864,2014,10
18529,"Nagda, India",2014-04-10,Platinum,Entertainment,Female,251481,2014,4
18530,"Sihora, India",2015-02-16,Platinum,Fuel,Female,22418,2015,2
18531,"Murtijapur, India",2014-12-14,Signature,Entertainment,Male,264055,2014,12
18532,"Solan, India",2013-11-04,Signature,Grocery,Male,215207,2013,11
18533,"Malegaon, India",2015-02-08,Platinum,Food,Male,268615,2015,2
18534,"Naugachhia, India",2015-03-12,Silver,Food,Male,224174,2015,3
18535,"Pilani, India",2014-02-09,Gold,Grocery,Female,282930,2014,2
18536,"Shahabad Hardoi, India",2014-10-27,Signature,Grocery,Male,239419,2014,10
18537,"Faridabad, India",2014-11-12,Signature,Fuel,Female,210589,2014,11
18538,"Paithan, India",2013-12-27,Gold,Food,Male,96745,2013,12
18539,"Amalapuram, India",2013-11-07,Signature,Grocery,Male,203578,2013,11
18540,"Dehradun, India",2014-09-02,Gold,Bills,Female,42004,2014,9
18541,"Bathinda, India",2014-04-25,Platinum,Entertainment,Female,279300,2014,4
18542,"Marmagao, India",2015-04-17,Signature,Bills,Male,63453,2015,4
18543,"Gobindgarh, India",2014-06-14,Platinum,Fuel,Male,290353,2014,6
18544,"Thanesar, India",2014-07-08,Silver,Fuel,Male,248150,2014,7
18545,"Paramakudi, India",2015-01-28,Silver,Grocery,Female,6490,2015,1
18546,"Meerut, India",2014-01-07,Silver,Entertainment,Female,168354,2014,1
18547,"Fatehpur Sikri, India",2014-09-24,Platinum,Grocery,Male,259593,2014,9
18548,"Sarni, India",2015-05-13,Platinum,Food,Female,37882,2015,5
18549,"Dharmanagar, India",2015-01-18,Gold,Grocery,Male,44336,2015,1
18550,"Muzaffarpur, India",2013-12-04,Gold,Food,Male,100546,2013,12
18551,"Puranpur, India",2014-08-08,Silver,Food,Male,292821,2014,8
18552,"Oddanchatram, India",2015-02-25,Silver,Entertainment,Female,50142,2015,2
18553,"Thiruvananthapuram, India",2015-02-23,Gold,Bills,Male,280203,2015,2
18554,"Maddur, India",2014-01-06,Platinum,Food,Male,204715,2014,1
18555,"Phulabani, India",2015-01-16,Gold,Entertainment,Female,242571,2015,1
18556,"Madanapalle, India",2014-01-20,Platinum,Bills,Female,109860,2014,1
18557,"Tiptur, India",2013-12-12,Signature,Fuel,Male,93225,2013,12
18558,"Jhumri Tilaiya, India",2014-06-29,Signature,Bills,Female,152492,2014,6
18559,"Amreli, India",2013-11-26,Gold,Entertainment,Female,51482,2013,11
18560,"Shirdi, India",2014-04-22,Signature,Grocery,Male,68360,2014,4
18561,"Silchar, India",2014-06-25,Platinum,Bills,Male,151390,2014,6
18562,"Fatehabad, India",2014-04-22,Gold,Fuel,Female,86528,2014,4
18563,"Ludhiana, India",2014-12-09,Gold,Grocery,Female,71590,2014,12
18564,"Padrauna, India",2014-09-10,Platinum,Fuel,Female,240739,2014,9
18565,"Rahuri, India",2014-12-06,Gold,Fuel,Male,15642,2014,12
18566,"Sonamukhi, India",2014-11-18,Platinum,Grocery,Female,216062,2014,11
18567,"Pathanamthitta, India",2014-10-08,Silver,Grocery,Female,3242,2014,10
18568,"Shegaon, India",2014-04-12,Platinum,Food,Male,191762,2014,4
18569,"Sheopur, India",2014-12-10,Signature,Fuel,Female,232425,2014,12
18570,"Aruppukkottai, India",2015-04-22,Gold,Entertainment,Female,280721,2015,4
18571,"Mahidpur, India",2015-02-28,Signature,Entertainment,Male,69102,2015,2
18572,"Sihor, India",2014-06-06,Gold,Grocery,Male,108311,2014,6
18573,"Warora, India",2014-03-01,Platinum,Grocery,Female,9357,2014,3
18574,"Vizianagaram, India",2014-05-31,Silver,Bills,Male,197453,2014,5
18575,"Kohima, India",2014-03-08,Gold,Grocery,Female,161461,2014,3
18576,"Amalner, India",2015-05-26,Signature,Entertainment,Female,280729,2015,5
18577,"Bhabua, India",2015-01-17,Platinum,Bills,Female,15175,2015,1
18578,"Nilanga, India",2014-12-20,Platinum,Fuel,Female,90461,2014,12
18579,"Raigarh, India",2014-03-17,Gold,Grocery,Female,176877,2014,3
18580,"Sultanganj, India",2014-10-06,Gold,Grocery,Female,210933,2014,10
18581,"Udaipurwati, India",2014-12-03,Gold,Grocery,Male,291222,2014,12
18582,"Gadwal, India",2013-12-10,Gold,Bills,Male,295623,2013,12
18583,"Bengaluru, India",2013-11-16,Platinum,Fuel,Male,191027,2013,11
18584,"Nagpur, India",2014-06-20,Platinum,Fuel,Female,85921,2014,6
18585,"Nagaur, India",2014-12-11,Platinum,Grocery,Male,213161,2014,12
18586,"Ladnu, India",2014-05-27,Silver,Grocery,Female,245422,2014,5
18587,"Belagavi, India",2014-07-02,Gold,Fuel,Male,43260,2014,7
18588,"Neem-Ka-Thana, India",2015-02-15,Platinum,Entertainment,Male,189204,2015,2
18589,"Kancheepuram, India",2014-08-21,Silver,Bills,Female,87485,2014,8
18590,"Mancherial, India",2015-02-16,Silver,Grocery,Female,239254,2015,2
18591,"Kalyan-Dombivali, India",2015-01-01,Platinum,Food,Female,288119,2015,1
18592,"Unjha, India",2015-04-22,Platinum,Entertainment,Male,9616,2015,4
18593,"Hubli-Dharwad, India",2014-11-02,Platinum,Entertainment,Male,226720,2014,11
18594,"Sangli, India",2014-10-20,Silver,Bills,Male,172506,2014,10
18595,"Puliyankudi, India",2013-10-16,Signature,Food,Female,55539,2013,10
18596,"Nandivaram-Guduvancheri, India",2014-09-11,Platinum,Bills,Male,137477,2014,9
18597,"Kyathampalle, India",2014-08-01,Platinum,Food,Male,245090,2014,8
18598,"Porsa, India",2014-01-07,Gold,Bills,Female,69113,2014,1
18599,"Taranagar, India",2015-01-24,Signature,Bills,Male,51904,2015,1
18600,"Kasaragod, India",2014-11-21,Signature,Food,Female,13463,2014,11
18601,"Bhilai Nagar, India",2014-03-21,Signature,Food,Female,19640,2014,3
18602,"Alipurduar, India",2014-01-07,Silver,Food,Female,245874,2014,1
18603,"Uchgaon, India",2013-12-31,Platinum,Food,Female,163246,2013,12
18604,"Rudrapur, India",2014-05-03,Gold,Entertainment,Male,85589,2014,5
18605,"Sendhwa, India",2015-01-28,Signature,Bills,Male,190901,2015,1
18606,"Rae Bareli, India",2014-02-19,Platinum,Fuel,Female,208062,2014,2
18607,"Jhumri Tilaiya, India",2014-12-25,Gold,Food,Male,98813,2014,12
18608,"Shivamogga, India",2015-02-09,Silver,Food,Female,258577,2015,2
18609,"Bhainsa, India",2015-03-19,Platinum,Food,Female,283696,2015,3
18610,"Tiptur, India",2014-12-07,Signature,Entertainment,Male,150101,2014,12
18611,"Neyveli (TS), India",2014-06-02,Silver,Bills,Male,92256,2014,6
18612,"Gangarampur, India",2014-02-18,Silver,Bills,Male,288520,2014,2
18613,"Shahdol, India",2014-12-31,Platinum,Bills,Male,41196,2014,12
18614,"Solapur, India",2014-08-01,Signature,Food,Male,63296,2014,8
18615,"Habra, India",2014-05-08,Gold,Food,Male,8487,2014,5
18616,"Lingsugur, India",2013-12-16,Signature,Food,Female,13436,2013,12
18617,"Tiruchendur, India",2015-05-12,Silver,Food,Female,150995,2015,5
18618,"Sujangarh, India",2014-01-30,Gold,Food,Male,277508,2014,1
18619,"Muktsar, India",2014-01-25,Signature,Food,Female,70389,2014,1
18620,"Ashok Nagar, India",2014-07-22,Gold,Bills,Male,110491,2014,7
18621,"Revelganj, India",2014-11-09,Silver,Bills,Male,67951,2014,11
18622,"Suratgarh, India",2014-12-14,Signature,Grocery,Female,232602,2014,12
18623,"Margao, India",2014-11-01,Signature,Bills,Male,296023,2014,11
18624,"Srinagar, India",2014-05-13,Silver,Bills,Female,153289,2014,5
18625,"Udaipur, India",2015-03-23,Platinum,Grocery,Male,66129,2015,3
18626,"Kandukur, India",2015-02-07,Platinum,Grocery,Male,193474,2015,2
18627,"Parli, India",2014-10-28,Silver,Food,Male,172383,2014,10
18628,"Pali, India",2014-03-13,Gold,Food,Female,219117,2014,3
18629,"Margao, India",2014-08-28,Platinum,Bills,Female,202302,2014,8
18630,"Rewari, India",2015-04-24,Signature,Entertainment,Female,289931,2015,4
18631,"Jodhpur, India",2014-05-19,Gold,Fuel,Male,99491,2014,5
18632,"Savanur, India",2014-06-05,Signature,Entertainment,Male,75323,2014,6
18633,"Wadgaon Road, India",2013-12-04,Gold,Grocery,Male,159257,2013,12
18634,"Talaja, India",2014-03-28,Gold,Entertainment,Female,87278,2014,3
18635,"Sanduru, India",2014-12-05,Platinum,Food,Female,8361,2014,12
18636,"Ponnur, India",2013-10-28,Silver,Food,Female,167546,2013,10
18637,"Mandvi, India",2014-02-21,Platinum,Entertainment,Male,145528,2014,2
18638,"Karimnagar, India",2015-05-12,Signature,Food,Male,241786,2015,5
18639,"Nepanagar, India",2013-12-15,Gold,Fuel,Male,17352,2013,12
18640,"Khammam, India",2014-10-01,Gold,Fuel,Female,246978,2014,10
18641,"Jodhpur, India",2014-01-14,Platinum,Entertainment,Male,94805,2014,1
18642,"Sircilla, India",2015-01-04,Signature,Bills,Male,187463,2015,1
18643,"Parbhani, India",2014-05-26,Signature,Fuel,Female,116856,2014,5
18644,"Muddebihal, India",2015-02-19,Gold,Entertainment,Female,259744,2015,2
18645,"Khammam, India",2014-11-09,Silver,Bills,Male,237602,2014,11
18646,"Soro, India",2014-09-06,Gold,Fuel,Male,118917,2014,9
18647,"Amreli, India",2014-01-06,Signature,Food,Male,29967,2014,1
18648,"Soron, India",2013-12-27,Signature,Fuel,Male,16628,2013,12
18649,"Mahnar Bazar, India",2014-10-12,Silver,Entertainment,Male,65851,2014,10
18650,"Sindhnur, India",2014-09-30,Gold,Grocery,Female,155780,2014,9
18651,"Bhagalpur, India",2014-05-01,Signature,Food,Female,144366,2014,5
18652,"Narwana, India",2014-01-09,Gold,Fuel,Female,28344,2014,1
18653,"Khair, India",2015-02-14,Signature,Bills,Male,74535,2015,2
18654,"Muvattupuzha, India",2014-07-20,Signature,Fuel,Male,17272,2014,7
18655,"Sikar, India",2014-10-11,Platinum,Bills,Female,4713,2014,10
18656,"Gudur, India",2014-07-16,Signature,Entertainment,Male,178498,2014,7
18657,"Nagpur, India",2013-11-01,Platinum,Bills,Male,107482,2013,11
18658,"Rishikesh, India",2014-10-08,Gold,Food,Female,73613,2014,10
18659,"Ramgarh, India",2015-03-28,Silver,Bills,Male,124796,2015,3
18660,"Aizawl, India",2014-01-18,Silver,Fuel,Male,241529,2014,1
18661,"Medininagar (Daltonganj), India",2014-04-27,Gold,Grocery,Female,198677,2014,4
18662,"Nizamabad, India",2015-01-01,Silver,Fuel,Female,252126,2015,1
18663,"Bongaigaon City, India",2014-02-19,Silver,Food,Male,205981,2014,2
18664,"Mandla, India",2014-02-17,Silver,Bills,Male,34747,2014,2
18665,"Kapurthala, India",2015-01-02,Platinum,Food,Female,253163,2015,1
18666,"Bhiwani, India",2015-05-18,Platinum,Entertainment,Female,98053,2015,5
18667,"Naihati, India",2014-03-23,Silver,Food,Female,135914,2014,3
18668,"Naharlagun, India",2015-01-03,Platinum,Bills,Male,197578,2015,1
18669,"Lunglei, India",2013-12-21,Silver,Entertainment,Female,273755,2013,12
18670,"Raghunathganj, India",2015-02-20,Silver,Fuel,Female,80906,2015,2
18671,"Munger, India",2015-05-17,Signature,Fuel,Female,96116,2015,5
18672,"Kamareddy, India",2015-02-06,Silver,Grocery,Female,149973,2015,2
18673,"Simdega, India",2015-02-19,Platinum,Fuel,Male,72061,2015,2
18674,"Vijayapura, India",2014-02-06,Gold,Bills,Male,162677,2014,2
18675,"Padra, India",2014-02-05,Platinum,Fuel,Male,279290,2014,2
18676,"Nashik, India",2014-11-24,Gold,Bills,Female,24459,2014,11
18677,"Nohar, India",2014-03-16,Signature,Bills,Male,293685,2014,3
18678,"Nautanwa, India",2013-10-15,Signature,Food,Male,137672,2013,10
18679,"Lucknow, India",2014-12-06,Platinum,Grocery,Female,60115,2014,12
18680,"Orai, India",2014-09-25,Signature,Grocery,Female,249770,2014,9
18681,"Vyara, India",2014-03-01,Platinum,Bills,Female,81927,2014,3
18682,"Visnagar, India",2014-02-18,Signature,Entertainment,Male,16795,2014,2
18683,"Sojat, India",2013-12-10,Silver,Entertainment,Female,63662,2013,12
18684,"Pudukkottai, India",2014-12-09,Silver,Fuel,Male,156947,2014,12
18685,"Machilipatnam, India",2014-09-30,Signature,Food,Female,42075,2014,9
18686,"Unjha, India",2015-03-13,Signature,Grocery,Male,6546,2015,3
18687,"Laharpur, India",2014-11-10,Signature,Bills,Female,38840,2014,11
18688,"Surat, India",2013-10-25,Platinum,Bills,Female,153917,2013,10
18689,"Mandideep, India",2014-09-18,Gold,Grocery,Male,192681,2014,9
18690,"Nawanshahr, India",2014-08-09,Gold,Food,Female,243913,2014,8
18691,"Sankarankoil, India",2014-03-11,Platinum,Food,Female,207312,2014,3
18692,"Nahan, India",2014-05-20,Signature,Entertainment,Male,274355,2014,5
18693,"Rudauli, India",2015-04-14,Silver,Food,Male,241627,2015,4
18694,"Jatani, India",2014-06-19,Signature,Fuel,Male,147886,2014,6
18695,"Shahpur, India",2014-12-24,Silver,Bills,Female,80800,2014,12
18696,"Mysore, India",2014-08-07,Silver,Grocery,Female,224278,2014,8
18697,"Nawanshahr, India",2014-07-24,Signature,Entertainment,Female,178266,2014,7
18698,"Satana, India",2013-11-07,Silver,Food,Male,59950,2013,11
18699,"Radhanpur, India",2014-12-17,Platinum,Entertainment,Male,139029,2014,12
18700,"Sainthia, India",2015-04-07,Silver,Bills,Female,101015,2015,4
18701,"Jaggaiahpet, India",2014-06-17,Gold,Grocery,Male,27516,2014,6
18702,"Jamui, India",2014-06-07,Signature,Food,Male,87611,2014,6
18703,"Panvel, India",2013-12-17,Silver,Bills,Male,262749,2013,12
18704,"Diphu, India",2014-04-23,Gold,Fuel,Female,140817,2014,4
18705,"Ramnagar, India",2014-07-12,Signature,Bills,Female,267207,2014,7
18706,"Port Blair, India",2014-05-01,Gold,Food,Male,163550,2014,5
18707,"Santipur, India",2015-02-28,Gold,Grocery,Male,278102,2015,2
18708,"Anakapalle, India",2014-05-05,Gold,Bills,Female,66672,2014,5
18709,"Bhadrak, India",2014-01-06,Platinum,Grocery,Male,118538,2014,1
18710,"Lunglei, India",2015-04-29,Signature,Grocery,Male,205161,2015,4
18711,"Mankachar, India",2013-12-06,Platinum,Entertainment,Female,259856,2013,12
18712,"Sambalpur, India",2013-12-02,Silver,Grocery,Female,162892,2013,12
18713,"Memari, India",2014-11-16,Signature,Grocery,Female,43265,2014,11
18714,"Kurnool, India",2015-02-28,Silver,Entertainment,Female,59642,2015,2
18715,"Vrindavan, India",2014-06-19,Silver,Food,Male,169673,2014,6
18716,"Periyasemur, India",2014-11-06,Gold,Food,Male,41573,2014,11
18717,"Sangamner, India",2014-08-07,Gold,Fuel,Male,142545,2014,8
18718,"Uchgaon, India",2014-03-30,Signature,Grocery,Female,6576,2014,3
18719,"Korba, India",2014-09-02,Platinum,Fuel,Male,89929,2014,9
18720,"Ujhani, India",2013-10-12,Signature,Food,Female,188360,2013,10
18721,"Ludhiana, India",2014-06-05,Silver,Grocery,Male,109936,2014,6
18722,"Masaurhi, India",2014-09-01,Signature,Food,Male,244251,2014,9
18723,"Karur, India",2015-02-07,Gold,Food,Male,42075,2015,2
18724,"Tanda, India",2015-04-07,Silver,Fuel,Male,14125,2015,4
18725,"Yamunanagar, India",2014-05-15,Gold,Bills,Male,40985,2014,5
18726,"Ladwa, India",2014-03-27,Silver,Food,Male,284102,2014,3
18727,"Pattukkottai, India",2014-05-01,Platinum,Food,Male,19482,2014,5
18728,"Pihani, India",2014-07-14,Gold,Entertainment,Female,4326,2014,7
18729,"Sardarshahar, India",2015-05-11,Signature,Fuel,Male,76529,2015,5
18730,"Meerut, India",2015-01-18,Platinum,Entertainment,Male,214700,2015,1
18731,"Visnagar, India",2015-02-11,Gold,Food,Female,37028,2015,2
18732,"Phagwara, India",2014-10-05,Platinum,Bills,Male,173017,2014,10
18733,"Pilibhit, India",2014-12-02,Platinum,Food,Female,18108,2014,12
18734,"Shikarpur Bulandshahr, India",2015-03-12,Silver,Grocery,Male,200939,2015,3
18735,"Chandigarh, India",2014-02-24,Signature,Food,Female,296595,2014,2
18736,"Kurnool, India",2015-04-21,Gold,Entertainment,Male,100013,2015,4
18737,"Risod, India",2014-04-04,Silver,Bills,Female,82271,2014,4
18738,"Tharad, India",2014-04-09,Signature,Food,Female,8160,2014,4
18739,"Mira-Bhayandar, India",2014-11-23,Signature,Bills,Female,252927,2014,11
18740,"Palghar, India",2013-10-11,Gold,Food,Male,269335,2013,10
18741,"Mapusa, India",2014-10-07,Platinum,Food,Male,132730,2014,10
18742,"Macherla, India",2014-04-11,Platinum,Bills,Male,201168,2014,4
18743,"Tanuku, India",2014-12-24,Gold,Entertainment,Female,112862,2014,12
18744,"Habra, India",2014-03-17,Platinum,Food,Male,75265,2014,3
18745,"Padra, India",2014-05-20,Signature,Bills,Male,108662,2014,5
18746,"Rayachoti, India",2015-03-21,Silver,Entertainment,Female,83818,2015,3
18747,"Koratla, India",2013-11-28,Silver,Bills,Male,94554,2013,11
18748,"Talaja, India",2014-07-08,Silver,Grocery,Male,108819,2014,7
18749,"Bengaluru, India",2014-09-17,Gold,Food,Female,113976,2014,9
18750,"Bhilwara, India",2013-10-13,Signature,Food,Female,169474,2013,10
